file,line,label,classification,source
SkullbonezSource/Runtime/Run.cpp,159,Cfg(),normal runtime path,m_defaultCinematicRender = Cfg().cinematicRender;
SkullbonezSource/Runtime/Run.cpp,161,Cfg(),normal runtime path,m_startup.workerThreads = Cfg().workerThreads;
SkullbonezSource/Runtime/Run.cpp,246,Gfx(),normal runtime path,Gfx().FlushGPU();
SkullbonezSource/Runtime/Run.cpp,326,Gfx(),normal runtime path,renderResources = &static_cast<SkullbonezCore::Rendering::IRenderResourceFactory&>( Gfx() );
SkullbonezSource/Runtime/Run.cpp,333,Profiler::Instance(),normal runtime path,Profiler::Instance().InvalidateGpuQueries();
SkullbonezSource/Runtime/Run.cpp,362,Gfx(),normal runtime path,Gfx().FlushGPU();
SkullbonezSource/Runtime/Run.cpp,370,Cfg(),normal runtime path,const EngineConfig& cfg = Cfg();
SkullbonezSource/Runtime/Run.cpp,512,Gfx(),normal runtime path,const int backendWidth = gfxReady ? Gfx().GetWidth() : 0;
SkullbonezSource/Runtime/Run.cpp,513,Gfx(),normal runtime path,const int backendHeight = gfxReady ? Gfx().GetHeight() : 0;
SkullbonezSource/Runtime/Run.cpp,1181,Window::Instance(),normal runtime path,m_systems.window = Window::Instance();
SkullbonezSource/Runtime/Run.cpp,1183,Gfx(),normal runtime path,const char* rendererName = Gfx().GetRendererName();
SkullbonezSource/Runtime/Run.cpp,1188,TextureCollection::Instance(),normal runtime path,m_systems.textures = TextureCollection::Instance();
SkullbonezSource/Runtime/Run.cpp,1197,Cfg(),normal runtime path,"ResolveSourceAssetPath( SkullbonezCore::Assets::AssetKind::Terrain, ""terrain.raw"", Cfg().terrainRaw );"
SkullbonezSource/Runtime/Run.cpp,1202,SkyBox::Instance(),normal runtime path,"m_systems.skyBox = SkyBox::Instance( -250, 300, -300, 300, -250, 300 );"
SkullbonezSource/Runtime/Run.cpp,1206,Cfg(),normal runtime path,const EngineConfig& cfg = Cfg();
SkullbonezSource/Runtime/Run.cpp,1216,CameraCollection::Instance(),normal runtime path,m_systems.cameras = CameraCollection::Instance();
SkullbonezSource/Runtime/Run.cpp,1285,Gfx(),normal runtime path,"IsGfxReady() ? Gfx().GetRendererName() : ""unknown"","
SkullbonezSource/Runtime/Run.cpp,1294,Cfg(),normal runtime path,"Cfg(),"
SkullbonezSource/Runtime/Run.cpp,1296,Gfx(),normal runtime path,"IsGfxReady() ? Gfx().GetRendererName() : ""unknown"" );"
SkullbonezSource/Runtime/RunFrame.cpp,354,Gfx(),normal runtime path,IRenderBackend& frameRenderBackend = Gfx();
SkullbonezSource/Runtime/RunFrame.cpp,475,Profiler::Instance(),normal runtime path,m_timers.physicsTime = Profiler::Instance().LastFrameMsByHash( kPhysicsHash ) * 0.001f;
SkullbonezSource/Runtime/RunFrame.cpp,476,Profiler::Instance(),normal runtime path,m_timers.renderTime = Profiler::Instance().LastFrameMsByHash( kRenderHash ) * 0.001f;
SkullbonezSource/Runtime/RunFrame.cpp,495,Profiler::Instance(),normal runtime path,gpuMs += Profiler::Instance().LastGpuFrameMsByHash( h );
SkullbonezSource/Runtime/RunFrame.cpp,1735,Cfg(),normal runtime path,"Cfg(),"
SkullbonezSource/Runtime/RunFrame.cpp,1748,Cfg(),normal runtime path,"Cfg(),"
SkullbonezSource/Runtime/RunFrame.cpp,2263,Cfg(),normal runtime path,"RuntimeActiveCinematicConfig( SceneState(), Cfg() ),"
SkullbonezSource/Runtime/RunFrame.cpp,2414,Cfg(),normal runtime path,"RuntimeActiveCinematicConfig( SceneState(), Cfg() ),"
SkullbonezSource/Runtime/RunFrame.cpp,2581,Cfg(),normal runtime path,"MoveCamera( cameraDt * Cfg().keySpeed, CAMERA_MOUSE_REFERENCE_DT * Cfg().mouseSensitivity );"
SkullbonezSource/Runtime/RunFrame.cpp,2581,Cfg(),normal runtime path,"MoveCamera( cameraDt * Cfg().keySpeed, CAMERA_MOUSE_REFERENCE_DT * Cfg().mouseSensitivity );"
SkullbonezSource/Runtime/RunFrame.cpp,2589,Cfg(),normal runtime path,m_systems.cameras->SetTweenSpeed( Cfg().cameraTweenRate * cameraDt );
SkullbonezSource/Runtime/RunInput.cpp,1482,Cfg(),normal runtime path,m_camera.input.xMove * CAMERA_MOUSE_REFERENCE_DT * Cfg().mouseSensitivity );
SkullbonezSource/Runtime/RunInput.cpp,1485,Cfg(),normal runtime path,m_camera.input.yMove * CAMERA_MOUSE_REFERENCE_DT * Cfg().mouseSensitivity );
SkullbonezSource/Runtime/RunInput.cpp,1979,Gfx(),normal runtime path,"IsGfxReady() ? Gfx().GetRendererName() : ""DirectX 12"","
SkullbonezSource/Runtime/RunInput.cpp,2078,Gfx(),normal runtime path,if ( Gfx().GetCapabilities().supportsDxrReflection )
SkullbonezSource/Runtime/RunInput.cpp,2271,Cfg(),normal runtime path,"RuntimeActiveCinematicConfig( SceneState(), Cfg() ),"
SkullbonezSource/Runtime/RunInput.cpp,2408,Gfx(),normal runtime path,Gfx().SetVsyncEnabled( m_runtimeSettings.isVsyncEnabled );
SkullbonezSource/Runtime/RunInput.cpp,2655,Cfg(),normal runtime path,"if ( RuntimeCinematicRenderingEnabled( SceneState(), Cfg(), m_launchOptions, m_debug, IsGfxReady() ) )"
SkullbonezSource/Runtime/RunInput.cpp,2657,Cfg(),normal runtime path,"const bool shadowsActive = RuntimeActiveCinematicConfig( SceneState(), Cfg() ).shadowsEnabled;"
SkullbonezSource/Runtime/RunInput.cpp,2659,Cfg(),normal runtime path,"SetCinematicShadowsEnabledFromUI( RuntimeActiveCinematicConfig( SceneState(), Cfg() ),"
SkullbonezSource/Runtime/RunInput.cpp,2665,Cfg(),normal runtime path,Cfg().ordinaryRender.shadowsEnabled = !Cfg().ordinaryRender.shadowsEnabled;
SkullbonezSource/Runtime/RunInput.cpp,2665,Cfg(),normal runtime path,Cfg().ordinaryRender.shadowsEnabled = !Cfg().ordinaryRender.shadowsEnabled;
SkullbonezSource/Runtime/RunInput.cpp,2671,Cfg(),normal runtime path,Cfg().ordinaryRender.shadowsEnabled = !Cfg().ordinaryRender.shadowsEnabled;
SkullbonezSource/Runtime/RunInput.cpp,2671,Cfg(),normal runtime path,Cfg().ordinaryRender.shadowsEnabled = !Cfg().ordinaryRender.shadowsEnabled;
SkullbonezSource/Runtime/RunInput.cpp,2681,Cfg(),normal runtime path,"ApplyOrdinaryRenderUIParam( Cfg().ordinaryRender,"
SkullbonezSource/Runtime/RunInput.cpp,2767,Cfg(),normal runtime path,"Cfg(),"
SkullbonezSource/Runtime/RunInput.cpp,2773,Gfx(),normal runtime path,"IsGfxReady() ? &Gfx() : nullptr,"
SkullbonezSource/Runtime/RunInput.cpp,2847,Cfg(),normal runtime path,"CinematicRenderConfig& cinematic = RuntimeActiveCinematicConfig( SceneState(), Cfg() );"
SkullbonezSource/Runtime/RunInput.cpp,2876,Cfg(),normal runtime path,"RuntimeActiveCinematicConfig( SceneState(), Cfg() ),"
SkullbonezSource/Runtime/RunInput.cpp,2883,Cfg(),normal runtime path,"CinematicRenderConfig& cinematic = RuntimeActiveCinematicConfig( SceneState(), Cfg() );"
SkullbonezSource/Runtime/RunInput.cpp,2894,Cfg(),normal runtime path,"CinematicRenderConfig& cinematic = RuntimeActiveCinematicConfig( SceneState(), Cfg() );"
SkullbonezSource/Runtime/RunInput.cpp,3103,Cfg(),normal runtime path,"RuntimeActiveCinematicConfig( SceneState(), Cfg() ),"
SkullbonezSource/Runtime/RunInput.cpp,3147,Cfg(),normal runtime path,SaveRenderDefaults( Cfg().ordinaryRender );
SkullbonezSource/Runtime/RunInput.cpp,3150,Cfg(),normal runtime path,"SaveSkyDefaults( RuntimeActiveCinematicConfig( SceneState(), Cfg() ) );"
SkullbonezSource/Runtime/RunInput.cpp,3236,Cfg(),normal runtime path,Cfg().minCameraHeight;
SkullbonezSource/Runtime/RunInput.cpp,3241,Cfg(),normal runtime path,else if ( translatedCameraPosition.y > Cfg().maxCameraHeight )
SkullbonezSource/Runtime/RunInput.cpp,3243,Cfg(),normal runtime path,m_systems.cameras->AmmendPrimaryY( Cfg().maxCameraHeight );
SkullbonezSource/Runtime/RunInteractionAutomation.cpp,723,Cfg(),test/tool,"const int screenW = RuntimeWindowScreenWidth( m_systems, Cfg() );"
SkullbonezSource/Runtime/RunInteractionAutomation.cpp,724,Cfg(),test/tool,"const int screenH = RuntimeWindowScreenHeight( m_systems, Cfg() );"
SkullbonezSource/Runtime/RunLiveStyle.cpp,266,Cfg(),normal runtime path,"RuntimeActiveCinematicConfig( SceneState(), Cfg() ),"
SkullbonezSource/Runtime/RunPasses.cpp,277,Cfg(),render pass,"shader.SetVec4( ""uDepthParams"", Cfg().frustumNear, Cfg().frustumFar, 0.0f, 0.0f );"
SkullbonezSource/Runtime/RunPasses.cpp,277,Cfg(),render pass,"shader.SetVec4( ""uDepthParams"", Cfg().frustumNear, Cfg().frustumFar, 0.0f, 0.0f );"
SkullbonezSource/Runtime/RunPasses.cpp,308,Cfg(),render pass,"shader.SetVec4( ""uDepthParams"", Cfg().frustumNear, Cfg().frustumFar, 0.0f, 0.0f );"
SkullbonezSource/Runtime/RunPasses.cpp,308,Cfg(),render pass,"shader.SetVec4( ""uDepthParams"", Cfg().frustumNear, Cfg().frustumFar, 0.0f, 0.0f );"
SkullbonezSource/Runtime/RunPasses.cpp,897,Cfg(),render pass,"Matrix4 skyView = view * Matrix4::Translate( frame.eye.x, Cfg().skyboxRenderHeight, frame.eye.z ) *"
SkullbonezSource/Runtime/RunPasses.cpp,898,Cfg(),render pass,Matrix4::Scale( Cfg().skyboxScale );
SkullbonezSource/Runtime/RunRender.cpp,1038,Cfg(),render pass,const OrdinaryRenderConfig& ordinaryRender = Cfg().ordinaryRender;
SkullbonezSource/Runtime/RunRender.cpp,1386,Gfx(),render pass,IRenderBackend& renderBackend = Gfx();
SkullbonezSource/Runtime/RunRender.cpp,1394,GfxRayTracing(),render pass,IsGfxRayTracingReady() ? &GfxRayTracing() : nullptr;
SkullbonezSource/Runtime/RunRender.cpp,1549,Cfg(),render pass,Cfg().minCameraHeight;
SkullbonezSource/Runtime/RunRender.cpp,1550,Cfg(),render pass,"m_systems.cameras->RelativeUpdate( hash, minY, Cfg().maxCameraHeight );"
SkullbonezSource/Runtime/RunStress.cpp,92,Cfg(),test/tool,"Cfg(),"
SkullbonezSource/Runtime/RunStress.cpp,98,Gfx(),test/tool,"IsGfxReady() ? &Gfx() : nullptr,"
SkullbonezSource/Runtime/RunStress.cpp,166,Gfx(),test/tool,Gfx().SetVsyncEnabled( m_runtimeSettings.isVsyncEnabled );
SkullbonezSource/Runtime/RuntimeDiagnostics.cpp,336,Profiler::Instance(),diagnostics,Profiler::Instance().WritePerfCSVHeader( perfLog.perfLogFile );
SkullbonezSource/Runtime/RuntimeDiagnostics.cpp,339,Profiler::Instance(),diagnostics,"Profiler::Instance().WritePerfCSVRow( perfLog.perfLogFile, context.pass, context.frame );"
SkullbonezSource/Runtime/RuntimeTuning.cpp,201,WorkerPool::Instance(),normal runtime path,SkullbonezCore::Threading::WorkerPool& workerPool = SkullbonezCore::Threading::WorkerPool::Instance();
SkullbonezSource/Runtime/RuntimeTuning.cpp,203,Cfg(),normal runtime path,Cfg().workerThreads = clampedWorkerThreads;
SkullbonezSource/Runtime/RunUiTextPass.cpp,266,WorkerPool::Instance(),render pass,UIData.workerThreadCount = SkullbonezCore::Threading::WorkerPool::Instance().GetThreadCount();
SkullbonezSource/Runtime/RunUiTextPass.cpp,351,Cfg(),render pass,UIData.ordinaryRender = Cfg().ordinaryRender;
SkullbonezSource/Runtime/RunUiTextPass.cpp,532,Profiler::Instance(),render pass,"Profiler::Instance().RenderBarOverlay( panX, panY, panW, panH, absolute );"
SkullbonezSource/Runtime/RunUiTextPass.cpp,640,Profiler::Instance(),render pass,"Profiler::Instance().RenderOverlay( -( hw - mX ),"
SkullbonezSource/Runtime/Scene/RunScene.cpp,59,WorkerPool::Instance(),normal runtime path,SkullbonezCore::Threading::WorkerPool& workerPool = SkullbonezCore::Threading::WorkerPool::Instance();
SkullbonezSource/Runtime/Scene/RunScene.cpp,61,Cfg(),normal runtime path,Cfg().workerThreads = clampedWorkerThreads;
SkullbonezSource/Runtime/Scene/RunScene.cpp,423,Cfg(),normal runtime path,"Cfg().contactEpsilon + 0.25f,"
SkullbonezSource/Runtime/Scene/RunScene.cpp,560,Gfx(),normal runtime path,"IsGfxReady() ? &Gfx() : nullptr,"
SkullbonezSource/Runtime/Scene/RunScene.cpp,581,Cfg(),normal runtime path,SceneState().ResetForLoad( Cfg().cinematicRender );
SkullbonezSource/Runtime/Scene/RunScene.cpp,585,Cfg(),normal runtime path,m_runtimeSettings.isVsyncEnabled = Cfg().runtimeRender.vsyncEnabled;
SkullbonezSource/Runtime/Scene/RunScene.cpp,586,Cfg(),normal runtime path,m_runtimeSettings.isPipelineSyncEnabled = Cfg().runtimeRender.forcePipelineSync;
SkullbonezSource/Runtime/Scene/RunScene.cpp,663,Cfg(),normal runtime path,Cfg().gameModelCapacity = m_startup.gameModelCapacity;
SkullbonezSource/Runtime/Scene/RunScene.cpp,674,Cfg(),normal runtime path,"ResolveSourceAssetPath( SkullbonezCore::Assets::AssetKind::Terrain, ""terrain.raw"", Cfg().terrainRaw ),"
SkullbonezSource/Runtime/Scene/RunScene.cpp,675,Gfx(),normal runtime path,IsGfxReady() ? &Gfx() : nullptr );
SkullbonezSource/Runtime/Scene/RunScene.cpp,676,Cfg(),normal runtime path,"ApplyConfiguredWorldEnvironment( m_cWorldEnvironment, Cfg(), m_systems.terrain.get() );"
SkullbonezSource/Runtime/Scene/RunScene.cpp,693,Cfg(),normal runtime path,"Cfg(),"
SkullbonezSource/Runtime/Scene/RunScene.cpp,711,Cfg(),normal runtime path,"RuntimeActiveCinematicConfig( SceneState(), Cfg() ),"
SkullbonezSource/Runtime/Scene/RunScene.cpp,713,Gfx(),normal runtime path,const char* rendererName = Gfx().GetRendererName();
SkullbonezSource/Runtime/Scene/RunScene.cpp,727,Cfg(),normal runtime path,Cfg().gameModelCapacity =
SkullbonezSource/Runtime/Scene/RunScene.cpp,772,Cfg(),normal runtime path,SceneState().cinematicRender = Cfg().cinematicRender;
SkullbonezSource/Runtime/Scene/RunScene.cpp,822,Gfx(),normal runtime path,IsGfxReady() ? &Gfx() : nullptr );
SkullbonezSource/Runtime/Scene/RunScene.cpp,830,Cfg(),normal runtime path,"ResolveSourceAssetPath( SkullbonezCore::Assets::AssetKind::Terrain, ""terrain.raw"", Cfg().terrainRaw ),"
SkullbonezSource/Runtime/Scene/RunScene.cpp,831,Gfx(),normal runtime path,IsGfxReady() ? &Gfx() : nullptr );
SkullbonezSource/Runtime/Scene/RunScene.cpp,834,Cfg(),normal runtime path,"ApplyConfiguredWorldEnvironment( m_cWorldEnvironment, Cfg(), m_systems.terrain.get() );"
SkullbonezSource/Runtime/Scene/RunScene.cpp,840,Cfg(),normal runtime path,"Cfg().gasDensity,"
SkullbonezSource/Runtime/Scene/RunScene.cpp,862,Cfg(),normal runtime path,"Cfg(),"
SkullbonezSource/Runtime/Scene/RunScene.cpp,906,Gfx(),normal runtime path,const char* rendererName = Gfx().GetRendererName();
SkullbonezSource/Runtime/Scene/RunScene.cpp,969,Cfg(),normal runtime path,"RuntimeActiveCinematicConfig( SceneState(), Cfg() ) );"
SkullbonezSource/Runtime/Scene/RunScene.cpp,1015,Cfg(),normal runtime path,"RuntimeActiveCinematicConfig( SceneState(), Cfg() ).shadowsEnabled = m_launchOptions.cinematicShadows;"
SkullbonezSource/Runtime/Scene/RunScene.cpp,1041,Gfx(),normal runtime path,"IsGfxReady() ? Gfx().GetRendererName() : ""unknown"","
SkullbonezSource/Runtime/Scene/RunScene.cpp,1055,Gfx(),normal runtime path,Gfx().SetVsyncEnabled( m_runtimeSettings.isVsyncEnabled );
SkullbonezSource/Runtime/Scene/RunScene.cpp,1067,Gfx(),normal runtime path,const auto renderCapabilities = Gfx().GetCapabilities();
SkullbonezSource/Runtime/Scene/RunScene.cpp,1075,GfxRayTracing(),normal runtime path,auto& rayTracing = GfxRayTracing();
SkullbonezSource/Runtime/Scene/SceneAuthoredSetup.cpp,215,CameraCollection::Instance(),normal runtime path,context.cameras = Environment::CameraCollection::Instance();
SkullbonezSource/Runtime/Scene/SceneGeneratedSetup.cpp,62,CameraCollection::Instance(),normal runtime path,context.cameras = Environment::CameraCollection::Instance();
SkullbonezSource/Runtime/Window.cpp,56,Window::Instance(),OS callback bridge,Window* Window::Instance()
SkullbonezSource/Runtime/Window.cpp,58,pInstance,OS callback bridge,if ( !Window::pInstance )
SkullbonezSource/Runtime/Window.cpp,61,pInstance,OS callback bridge,Window::pInstance = &instance;
SkullbonezSource/Runtime/Window.cpp,63,pInstance,OS callback bridge,return Window::pInstance;
SkullbonezSource/Runtime/Window.cpp,69,pInstance,OS callback bridge,Window::pInstance = nullptr;
SkullbonezSource/Runtime/Window.cpp,89,Window::Instance(),OS callback bridge,Window* cWindow = Window::Instance();
SkullbonezSource/Runtime/Window.cpp,100,Gfx(),OS callback bridge,"Gfx().Resize( w, h );"
SkullbonezSource/Runtime/Window.cpp,110,Cfg(),OS callback bridge,"Math::Transformation::Matrix4::PerspectiveZeroToOne( 45.0f, aspect, Cfg().frustumNear, Cfg().frustumFar );"
SkullbonezSource/Runtime/Window.cpp,110,Cfg(),OS callback bridge,"Math::Transformation::Matrix4::PerspectiveZeroToOne( 45.0f, aspect, Cfg().frustumNear, Cfg().frustumFar );"
SkullbonezSource/Runtime/Window.cpp,145,Window::Instance(),OS callback bridge,Window* m_cWindow = Window::Instance();
SkullbonezSource/Runtime/Window.cpp,263,Cfg(),OS callback bridge,"ChangeToFullScreen( Cfg().window.screenX, Cfg().window.screenY );"
SkullbonezSource/Runtime/Window.cpp,263,Cfg(),OS callback bridge,"ChangeToFullScreen( Cfg().window.screenX, Cfg().window.screenY );"
SkullbonezSource/Runtime/Window.cpp,274,Cfg(),OS callback bridge,const int windowW = Cfg().window.screenX;
SkullbonezSource/Runtime/Window.cpp,275,Cfg(),OS callback bridge,const int windowH = Cfg().window.screenY;
SkullbonezSource/Runtime/Window.h,47,pInstance,OS callback bridge,inline static Window* pInstance = nullptr;
SkullbonezSource/UI/UI.cpp,594,CreateShaderFromActiveAssets(),render pass,"shader = SkullbonezCore::Assets::CreateShaderFromActiveAssets( ""shader.ui_render_target_preview"" );"
SkullbonezSource/UI/UI.cpp,602,Gfx(),render pass,"dynamicVB = Gfx().CreateDynamicVB( attribs, 2, 6 );"
SkullbonezSource/UI/UI.cpp,613,Gfx(),render pass,Gfx().DestroyDynamicVB( dynamicVB );
SkullbonezSource/UI/UI.cpp,657,Gfx(),render pass,const bool depthTestWasEnabled = Gfx().IsDepthTestEnabled();
SkullbonezSource/UI/UI.cpp,658,Gfx(),render pass,const bool depthWriteWasEnabled = Gfx().IsDepthWriteEnabled();
SkullbonezSource/UI/UI.cpp,659,Gfx(),render pass,const bool blendWasEnabled = Gfx().IsBlendEnabled();
SkullbonezSource/UI/UI.cpp,662,Gfx(),render pass,"Gfx().GetBlendFunc( blendSrc, blendDst );"
SkullbonezSource/UI/UI.cpp,665,Gfx(),render pass,Gfx().SetDepthTest( false );
SkullbonezSource/UI/UI.cpp,666,Gfx(),render pass,Gfx().SetDepthWrite( false );
SkullbonezSource/UI/UI.cpp,667,Gfx(),render pass,Gfx().SetBlend( false );
SkullbonezSource/UI/UI.cpp,672,Gfx(),render pass,"Gfx().BindTexture( resource.textureHandle, 0 );"
SkullbonezSource/UI/UI.cpp,675,Gfx(),render pass,"Gfx().UploadAndDrawDynamicVB( dynamicVB, verts, 6 );"
SkullbonezSource/UI/UI.cpp,677,Gfx(),render pass,"Gfx().BindTexture( 0, 0 );"
SkullbonezSource/UI/UI.cpp,678,Gfx(),render pass,Gfx().SetDepthWrite( depthWriteWasEnabled );
SkullbonezSource/UI/UI.cpp,679,Gfx(),render pass,Gfx().SetDepthTest( depthTestWasEnabled );
SkullbonezSource/UI/UI.cpp,680,Gfx(),render pass,"Gfx().SetBlendFunc( blendSrc, blendDst );"
SkullbonezSource/UI/UI.cpp,681,Gfx(),render pass,Gfx().SetBlend( blendWasEnabled );
SkullbonezSource/UI/UITabProfiler.cpp,161,Gfx(),diagnostics,return SkullbonezCore::Rendering::Gfx().GetFrameDrawCallTrace();
SkullbonezSource/UI/UITabProfiler.cpp,243,Profiler::Instance(),diagnostics,const SkullbonezCore::Basics::Profiler& profiler = SkullbonezCore::Basics::Profiler::Instance();
SkullbonezSource/UI/UITabProfiler.cpp,299,Profiler::Instance(),diagnostics,const SkullbonezCore::Basics::Profiler& profiler = SkullbonezCore::Basics::Profiler::Instance();
SkullbonezSource/UI/UITabProfiler.cpp,435,Profiler::Instance(),diagnostics,const Profiler& profiler = Profiler::Instance();
SkullbonezSource/UI/UITabProfiler.cpp,484,Profiler::Instance(),diagnostics,const Profiler& profiler = Profiler::Instance();
SkullbonezSource/UI/UITabProfiler.cpp,571,Profiler::Instance(),diagnostics,const Profiler& profiler = Profiler::Instance();
SkullbonezSource/UI/UITabProfiler.cpp,1002,Profiler::Instance(),diagnostics,const Profiler& profiler = Profiler::Instance();
SkullbonezSource/World/SkyBox.cpp,51,TextureCollection::Instance(),render pass,m_textures = TextureCollection::Instance();
SkullbonezSource/World/SkyBox.cpp,52,Cfg(),render pass,const SkullbonezCore::Basics::EngineConfig& cfg = Cfg();
SkullbonezSource/World/SkyBox.cpp,65,Cfg(),render pass,const int overflow = Cfg().skyboxOverflow;
SkullbonezSource/World/SkyBox.cpp,124,Gfx(),render pass,"m_faceMeshes[i] = Gfx().CreateMesh( faceData[i], 6, false, true );"
SkullbonezSource/World/SkyBox.cpp,127,CreateShaderFromActiveAssets(),render pass,"m_shader = SkullbonezCore::Assets::CreateShaderFromActiveAssets( ""shader.unlit_textured"" );"
SkullbonezSource/World/SkyBox.cpp,134,SkyBox::Instance(),render pass,"SkyBox* SkyBox::Instance( int m_xMin, int m_xMax, int yMin, int yMax, int m_zMin, int m_zMax )"
SkullbonezSource/World/SkyBox.cpp,136,pInstance,render pass,if ( !SkyBox::pInstance )
SkullbonezSource/World/SkyBox.cpp,139,pInstance,render pass,SkyBox::pInstance = &instance;
SkullbonezSource/World/SkyBox.cpp,141,pInstance,render pass,return SkyBox::pInstance;
SkullbonezSource/World/SkyBox.cpp,147,pInstance,render pass,if ( SkyBox::pInstance )
SkullbonezSource/World/SkyBox.cpp,151,pInstance,render pass,SkyBox::pInstance->m_faceMeshes[i].reset();
SkullbonezSource/World/SkyBox.cpp,153,pInstance,render pass,SkyBox::pInstance->m_shader.reset();
SkullbonezSource/World/SkyBox.cpp,154,pInstance,render pass,SkyBox::pInstance = nullptr;
SkullbonezSource/World/SkyBox.h,52,pInstance,render pass,inline static SkyBox* pInstance = nullptr;
SkullbonezSource/World/Terrain.cpp,133,CreateShaderFromActiveAssets(),render pass,"m_terrainShader = SkullbonezCore::Assets::CreateShaderFromActiveAssets( ""shader.lit_textured"" );"
SkullbonezSource/World/Terrain.cpp,135,Cfg(),render pass,const auto& ordinary = Cfg().ordinaryRender;
SkullbonezSource/World/Terrain.cpp,183,Cfg(),render pass,int requestedStep = Cfg().terrainRenderStepSize;
SkullbonezSource/World/Terrain.cpp,309,Cfg(),render pass,float scaledStepSize = m_stepSize * Cfg().terrainScale;
SkullbonezSource/World/Terrain.cpp,419,Cfg(),render pass,return ( h0 + ( h1 - h0 ) * tz ) * Cfg().terrainHeightScale * Cfg().terrainScale;
SkullbonezSource/World/Terrain.cpp,419,Cfg(),render pass,return ( h0 + ( h1 - h0 ) * tz ) * Cfg().terrainHeightScale * Cfg().terrainScale;
SkullbonezSource/World/Terrain.cpp,432,Cfg(),render pass,const float terrainScale = Cfg().terrainScale;
SkullbonezSource/World/Terrain.cpp,459,Cfg(),render pass,"post.vPosition.SetAll( rawX * Cfg().terrainScale, SampleRenderHeightRaw( rawX, rawZ ), rawZ * Cfg().terrainScale );"
SkullbonezSource/World/Terrain.cpp,459,Cfg(),render pass,"post.vPosition.SetAll( rawX * Cfg().terrainScale, SampleRenderHeightRaw( rawX, rawZ ), rawZ * Cfg().terrainScale );"
SkullbonezSource/World/Terrain.cpp,561,Cfg(),render pass,const auto& ordinary = Cfg().ordinaryRender;
SkullbonezSource/World/Terrain.cpp,604,CreateShaderFromActiveAssets(),render pass,"m_shadowDepthShader = SkullbonezCore::Assets::CreateShaderFromActiveAssets( ""shader.shadow_depth"" );"
SkullbonezSource/World/Terrain.cpp,656,Cfg(),render pass,return ( terrainHeight < Cfg().fluidHeight ) ? Cfg().fluidHeight : terrainHeight;
SkullbonezSource/World/Terrain.cpp,656,Cfg(),render pass,return ( terrainHeight < Cfg().fluidHeight ) ? Cfg().fluidHeight : terrainHeight;
SkullbonezSource/World/Terrain.cpp,714,Cfg(),render pass,( xPosition < m_terrainSizeWorldCoords * Cfg().terrainScale ) &&
SkullbonezSource/World/Terrain.cpp,715,Cfg(),render pass,( zPosition < m_terrainSizeWorldCoords * Cfg().terrainScale ) );
SkullbonezSource/World/Terrain.cpp,734,Cfg(),render pass,bounds.m_xMax = m_terrainSizeWorldCoords * Cfg().terrainScale;
SkullbonezSource/World/Terrain.cpp,735,Cfg(),render pass,bounds.m_zMax = m_terrainSizeWorldCoords * Cfg().terrainScale;
SkullbonezSource/World/Terrain.cpp,767,Cfg(),render pass,int xPosting = static_cast<int>( floorf( zPosition / ( m_stepSize * Cfg().terrainScale ) ) );
SkullbonezSource/World/Terrain.cpp,768,Cfg(),render pass,int zPosting = static_cast<int>( floorf( xPosition / ( m_stepSize * Cfg().terrainScale ) ) );
SkullbonezSource/World/Terrain.cpp,774,Cfg(),render pass,float scaledStepSize = m_stepSize * Cfg().terrainScale;
SkullbonezSource/World/Terrain.cpp,842,Cfg(),render pass,"static_cast<float>( X ) * Cfg().terrainScale,"
SkullbonezSource/World/Terrain.cpp,843,Cfg(),render pass,"static_cast<float>( GetPixelHeightAt( X, Z ) ) * Cfg().terrainHeightScale * Cfg().terrainScale,"
SkullbonezSource/World/Terrain.cpp,843,Cfg(),render pass,"static_cast<float>( GetPixelHeightAt( X, Z ) ) * Cfg().terrainHeightScale * Cfg().terrainScale,"
SkullbonezSource/World/Terrain.cpp,844,Cfg(),render pass,static_cast<float>( Z ) * Cfg().terrainScale );
SkullbonezSource/World/Terrain.cpp,1217,Gfx(),render pass,"m_terrainMesh = Gfx().CreateMesh( vertexData.data(),"
SkullbonezSource/World/Terrain.cpp,1279,Gfx(),render pass,"m_terrainMesh = Gfx().CreateMesh( vertexData.data(), totalVerts, true, true );"
SkullbonezSource/World/WorldEnvironment.cpp,126,Cfg(),normal runtime path,style.waveHeight = Cfg().oceanWaveHeight;
SkullbonezSource/World/WorldEnvironment.cpp,127,Cfg(),normal runtime path,style.perturbStrength = Cfg().oceanPerturbStrength;
SkullbonezSource/World/WorldEnvironment.cpp,145,Cfg(),normal runtime path,const SkullbonezCore::Basics::OrdinaryRenderConfig& ordinary = Cfg().ordinaryRender;
SkullbonezSource/World/WorldEnvironment.cpp,171,Cfg(),normal runtime path,style.waveHeight = Cfg().oceanWaveHeight;
SkullbonezSource/World/WorldEnvironment.cpp,172,Cfg(),normal runtime path,style.perturbStrength = Cfg().oceanPerturbStrength;
SkullbonezSource/World/WorldEnvironment.cpp,185,Cfg(),normal runtime path,const SkullbonezCore::Basics::OrdinaryRenderConfig& ordinary = Cfg().ordinaryRender;
SkullbonezSource/World/WorldEnvironment.cpp,253,Cfg(),normal runtime path,cinematicConfig ? *cinematicConfig : Cfg().cinematicRender;
SkullbonezSource/World/WorldEnvironment.cpp,260,Gfx(),normal runtime path,"Gfx().BindTexture( reflection.textureHandle, 1 );"
